minute,mid,bid,ask,signal,quoted_bid,quoted_ask,inventory,cash,execution,pnl
138,90.39289099291452,90.36789099291451,90.41789099291452,0.910217476334466,90.3860953424412,90.4360953424412,-11,1004.4835756957197,,10.16177477366
139,90.54072901392502,90.51572901392501,90.56572901392502,0.9892422715935686,90.53551385935688,90.5855138593569,-11,1004.4835756957197,,8.535556542544441
140,90.56694419413472,90.54194419413471,90.59194419413473,0.9999999746783446,90.56194419362828,90.61194419362829,-11,1004.4835756957197,,8.247189560237757
141,89.99994974165327,89.97494974165326,90.02494974165327,-0.36770237229528313,89.96759569420736,90.01759569420737,-11,1004.4835756957197,,14.484128537533707
142,91.39642083550972,91.37142083550971,91.42142083550972,0.9209316118059204,91.38983946774583,91.43983946774584,-12,1095.9234151634655,sell,-0.8336348626510244
143,91.37880862206971,91.3538086220697,91.40380862206972,0.9271560607769573,91.37235174328525,91.42235174328526,-12,1095.9234151634655,,-0.6222883013710998
144,91.84664167092565,91.82164167092564,91.87164167092565,0.9426936496422234,91.8404955439185,91.8904955439185,-12,1095.9234151634655,,-6.236284887642341
145,91.00572628447757,90.98072628447757,91.03072628447758,0.5582218741902195,90.99189072196137,91.04189072196138,-12,1095.9234151634655,,3.854699749734664
146,91.01729488475517,90.99229488475517,91.04229488475518,0.994504811699852,91.01218498098916,91.06218498098917,-12,1095.9234151634655,,3.7158765464034786
147,91.16100461244719,91.13600461244718,91.18600461244719,-0.5870470300087477,91.124263671847,91.17426367184702,-12,1095.9234151634655,,1.991359814099269
148,90.07880264289872,90.05380264289872,90.10380264289873,-0.9681822561191897,90.03443899777633,90.08443899777635,-12,1095.9234151634655,,14.977783448680839
149,89.2268932527675,89.20189325276749,89.2518932527675,-0.9963682321213497,89.18196588812506,89.23196588812507,-12,1095.9234151634655,,25.200696130255437
150,89.59468006070071,89.5696800607007,89.61968006070072,-0.9291295733842574,89.55109746923301,89.60109746923303,-12,1095.9234151634655,,20.787254435057093
151,89.86324303341179,89.83824303341179,89.8882430334118,-0.91862062714371,89.81987062086891,89.86987062086892,-12,1095.9234151634655,,17.564498762523954
152,88.70051136419531,88.6755113641953,88.72551136419531,-0.9997591268475258,88.65551618165836,88.70551618165837,-12,1095.9234151634655,,31.517278793121932
153,88.54512993477026,88.52012993477025,88.57012993477026,-0.991320679645104,88.50030352117736,88.55030352117737,-12,1095.9234151634655,,33.38185594622246
154,87.30361531015508,87.27861531015508,87.32861531015509,-0.9566854609328329,87.25948160093643,87.30948160093644,-11,1008.6639335625291,buy,48.324165150823205
155,87.84052664195058,87.81552664195057,87.86552664195058,-0.9478870907868223,87.79656890013483,87.84656890013484,-11,1008.6639335625291,,42.4181405010728
156,87.55766119971582,87.53266119971582,87.58266119971583,-0.9989448340669589,87.51268230303448,87.56268230303449,-11,1008.6639335625291,,45.52966036565499
157,88.21799875999889,88.19299875999889,88.2429987599989,-0.7479068783857196,88.17804062243117,88.22804062243118,-11,1008.6639335625291,,38.26594720254127
158,88.19680766746602,88.17180766746601,88.22180766746602,-0.703088986472978,88.15774588773655,88.20774588773656,-11,1008.6639335625291,,38.49904922040287
159,86.55593335599102,86.53093335599101,86.58093335599102,-0.7991576790867283,86.51495020240928,86.56495020240929,-10,922.1489833601198,buy,56.58964980020971
160,88.25599813923546,88.23099813923545,88.28099813923546,0.5141734689579245,88.24128160861461,88.29128160861463,-10,922.1489833601198,,39.589001967765284
161,87.11770745814262,87.09270745814261,87.14270745814262,-0.5081020505922953,87.08254541713076,87.13254541713077,-10,922.1489833601198,,50.97190877869366
162,87.33302015403723,87.30802015403722,87.35802015403723,-0.8381813810987405,87.29125652641525,87.34125652641526,-10,922.1489833601198,,48.81878181974753
163,87.17867789666019,87.15367789666018,87.2036778966602,-0.9293835145110904,87.13509022636997,87.18509022636998,-10,922.1489833601198,,50.362204393517914
164,87.66851025304962,87.64351025304961,87.69351025304962,0.9828988008691179,87.663168229067,87.71316822906701,-9,834.4858151310528,buy,45.46922285360631
165,88.05344527550587,88.02844527550586,88.07844527550587,-0.4774890947797172,88.01889549361026,88.06889549361027,-8,746.4669196374426,buy,42.03935743339571
166,88.38732134195388,88.36232134195387,88.41232134195388,0.987560236816838,88.38207254669021,88.43207254669022,-8,746.4669196374426,,39.3683489018116
167,87.34342160496446,87.31842160496446,87.36842160496447,0.020864677107077477,87.3188388985066,87.36883889850661,-8,746.4669196374426,,47.719546797726935
168,86.84332586838248,86.81832586838247,86.86832586838248,-0.5055912142807928,86.80821404409686,86.85821404409687,-8,746.4669196374426,,51.7203126903828
169,86.68580034352415,86.66080034352414,86.71080034352416,-0.8676476692125997,86.6434473901399,86.69344739013991,-7,659.8234722473028,buy,53.02286984263378
